SourceMeter Model:,2461
SourceMeter S/N:,04090170
SourceMeter Firmware:,1.6.3d

TEST_PARAM.terminals:,FRONT TERMINALS

TEST_PARAM.initial_voc:,4.8522453308
TEST_PARAM.vcutoff:,2.4

TEST_PARAM.discharge_type:,CONSTANT
TEST_PARAM.discharge_current:,0.025
TEST_PARAM.max_discharge_current:,0.025

TEST_PARAM.measure_interval:,30

TEST_PARAM.discharge_start_time:,06/30/17 14:59:43
TEST_PARAM.discharge_stop_time:,07/05/17 13:02:25

BATT_MODEL_RAW:,Index,Timestamp,Voc,Vload,ESR
BATT_MODEL_RAW:,86,2557.332149,4.7198829651,4.7104415894,0.3776550293
BATT_MODEL_RAW:,87,2587.418054,4.718875885,4.7094345093,0.3776550293
BATT_MODEL_RAW:,88,2617.503912,4.7178707123,4.7084331512,0.37750244141
BATT_MODEL_RAW:,89,2647.5897455,4.7168598175,4.7074337006,0.37704467773
BATT_MODEL_RAW:,90,2677.6756077,4.7158565521,4.7064437866,0.37651062012
BATT_MODEL_RAW:,91,2707.7615002,4.7148666382,4.70545578,0.37643432617
BATT_MODEL_RAW:,92,2737.8474319,4.7138824463,4.7044754028,0.37628173828
BATT_MODEL_RAW:,93,2767.9332905,4.712896347,4.7034988403,0.37590026855
BATT_MODEL_RAW:,94,2798.0190721,4.7119235992,4.7025241852,0.3759765625
BATT_MODEL_RAW:,95,2828.1049147,4.7109413147,4.70154953,0.37567138672
BATT_MODEL_RAW:,96,2858.1907798,4.7099552155,4.7005748749,0.37521362305
BATT_MODEL_RAW:,97,2888.276618,4.7090053558,4.6996192932,0.37544250488
BATT_MODEL_RAW:,98,2918.3625216,4.7080345154,4.6986503601,0.37536621094
BATT_MODEL_RAW:,99,2948.4483544,4.7070770264,4.6977081299,0.37475585938
BATT_MODEL_RAW:,100,2978.5341979,4.706111908,4.6967506409,0.37445068359
BATT_MODEL_RAW:,101,3008.6200327,4.7051639557,4.6957969666,0.37467956543
BATT_MODEL_RAW:,102,3038.7059772,4.7042102814,4.694852829,0.3742980957
BATT_MODEL_RAW:,103,3068.7917886,4.7032642365,4.6939163208,0.37391662598
BATT_MODEL_RAW:,104,3098.8776675,4.7023200989,4.6929759979,0.37376403809
BATT_MODEL_RAW:,105,3128.9635206,4.7013912201,4.6920452118,0.37384033203
BATT_MODEL_RAW:,106,3159.049315,4.7004394531,4.6911144257,0.37300109863
BATT_MODEL_RAW:,107,3189.1352206,4.6995258331,4.6901893616,0.3734588623
BATT_MODEL_RAW:,108,3219.2210992,4.6985855103,4.6892604828,0.37300109863
BATT_MODEL_RAW:,109,3249.3069895,4.6976585388,4.6883449554,0.37254333496
BATT_MODEL_RAW:,110,3279.3929449,4.6967468262,4.6874217987,0.37300109863
BATT_MODEL_RAW:,111,3309.4788311,4.6958255768,4.6865177155,0.37231445313
BATT_MODEL_RAW:,112,3339.5647326,4.6949138641,4.6856002808,0.37254333496
BATT_MODEL_RAW:,113,3369.650677,4.6940021515,4.6846885681,0.37254333496
BATT_MODEL_RAW:,114,3399.7366449,4.6930885315,4.6837806702,0.37231445313
BATT_MODEL_RAW:,115,3429.822558,4.6921977997,4.6828899384,0.37231445313
BATT_MODEL_RAW:,116,3459.9084892,4.6912956238,4.6819953918,0.37200927734
BATT_MODEL_RAW:,117,3489.9944659,4.690404892,4.6811161041,0.37155151367
BATT_MODEL_RAW:,118,3520.0803895,4.6895084381,4.6802196503,0.37155151367
BATT_MODEL_RAW:,119,3550.1662934,4.6886196136,4.6793327332,0.37147521973
BATT_MODEL_RAW:,120,3580.2522343,4.6877346039,4.6784572601,0.37109375
BATT_MODEL_RAW:,121,3610.3381758,4.6868534088,4.6775722504,0.37124633789
BATT_MODEL_RAW:,122,3640.4241102,4.685968399,4.6766910553,0.37109375
BATT_MODEL_RAW:,123,3670.510075,4.6850948334,4.6758213043,0.37094116211
BATT_MODEL_RAW:,124,3700.5959488,4.6842079163,4.674949646,0.37033081055
BATT_MODEL_RAW:,125,3730.6818663,4.683347702,4.6740894318,0.37033081055
BATT_MODEL_RAW:,126,3760.7678469,4.682472229,4.6732196808,0.37010192871
BATT_MODEL_RAW:,127,3790.8537903,4.6816158295,4.6723670959,0.36994934082
BATT_MODEL_RAW:,128,3820.9397485,4.6807518005,4.6715049744,0.36987304688
BATT_MODEL_RAW:,129,3851.0256316,4.6798973083,4.6706562042,0.36964416504
BATT_MODEL_RAW:,130,3881.1117298,4.6790466309,4.669801712,0.36979675293
BATT_MODEL_RAW:,131,3911.1976393,4.6781902313,4.6689472198,0.36972045898
BATT_MODEL_RAW:,132,3941.2836369,4.6773490906,4.6681098938,0.36956787109
BATT_MODEL_RAW:,133,3971.36952,4.6765022278,4.667263031,0.36956787109
BATT_MODEL_RAW:,134,4001.4554364,4.6756515503,4.666425705,0.36903381348
BATT_MODEL_RAW:,135,4031.5414187,4.6748180389,4.6655864716,0.36926269531
BATT_MODEL_RAW:,136,4061.6274281,4.6739883423,4.6647624969,0.36903381348
BATT_MODEL_RAW:,137,4091.7134389,4.6731548309,4.6639308929,0.36895751953
BATT_MODEL_RAW:,138,4121.7994223,4.6723136902,4.6630935669,0.36880493164
BATT_MODEL_RAW:,139,4151.8854074,4.6714897156,4.6622753143,0.3685760498
BATT_MODEL_RAW:,140,4181.9714037,4.6706676483,4.6614494324,0.3687286377
BATT_MODEL_RAW:,141,4212.0573509,4.6698474884,4.6606330872,0.3685760498
BATT_MODEL_RAW:,142,4242.1433743,4.6690235138,4.6598129272,0.36842346191
BATT_MODEL_RAW:,143,4272.2293616,4.668214798,4.6590118408,0.36811828613
BATT_MODEL_RAW:,144,4302.3153712,4.6674098969,4.6581993103,0.36842346191
BATT_MODEL_RAW:,145,4332.4012901,4.666595459,4.6573905945,0.36819458008
BATT_MODEL_RAW:,146,4362.4872572,4.6657810211,4.6565876007,0.36773681641
BATT_MODEL_RAW:,147,4392.5732159,4.6649799347,4.6557826996,0.3678894043
BATT_MODEL_RAW:,148,4422.6589613,4.6641788483,4.6549797058,0.36796569824
BATT_MODEL_RAW:,149,4452.7446786,4.6633739471,4.6541843414,0.36758422852
BATT_MODEL_RAW:,150,4482.8304253,4.6625785828,4.6533908844,0.36750793457
BATT_MODEL_RAW:,151,4512.9161653,4.6617946625,4.6526050568,0.36758422852
BATT_MODEL_RAW:,152,4543.0019043,4.6610031128,4.6518115997,0.36766052246
BATT_MODEL_RAW:,153,4573.0876209,4.6602096558,4.6510276794,0.36727905273
BATT_MODEL_RAW:,154,4603.1734021,4.6594314575,4.6502475739,0.36735534668
BATT_MODEL_RAW:,155,4633.2592032,4.6586418152,4.6494655609,0.3670501709
BATT_MODEL_RAW:,156,4663.3449357,4.6578636169,4.6486930847,0.36682128906
BATT_MODEL_RAW:,157,4693.4307182,4.6570835114,4.6479129791,0.36682128906
BATT_MODEL_RAW:,158,4723.5165315,4.6563167572,4.6471405029,0.3670501709
BATT_MODEL_RAW:,159,4753.6023972,4.6555404663,4.6463718414,0.36674499512
BATT_MODEL_RAW:,160,4783.6882266,4.6547641754,4.6455993652,0.36659240723
BATT_MODEL_RAW:,161,4813.774056,4.6539974213,4.6448383331,0.36636352539
BATT_MODEL_RAW:,162,4843.859886,4.6532382965,4.6440849304,0.36613464355
BATT_MODEL_RAW:,163,4873.945697,4.652469635,4.6433124542,0.36628723145
BATT_MODEL_RAW:,164,4904.0314986,4.651720047,4.6425609589,0.36636352539
BATT_MODEL_RAW:,165,4934.117315,4.6509628296,4.6418037415,0.36636352539
BATT_MODEL_RAW:,166,4964.203155,4.6502056122,4.641046524,0.36636352539
BATT_MODEL_RAW:,167,4994.2889188,4.6494579315,4.640296936,0.36643981934
BATT_MODEL_RAW:,168,5024.3746602,4.6487045288,4.6395549774,0.36598205566
BATT_MODEL_RAW:,169,5054.4603905,4.6479587555,4.6388034821,0.3662109375
BATT_MODEL_RAW:,170,5084.5460731,4.6472187042,4.6380653381,0.36613464355
BATT_MODEL_RAW:,171,5114.6317574,4.6464729309,4.6373310089,0.36567687988
BATT_MODEL_RAW:,172,5144.7174611,4.6457328796,4.6365890503,0.36575317383
BATT_MODEL_RAW:,173,5174.8031892,4.6450042725,4.6358585358,0.36582946777
BATT_MODEL_RAW:,174,5204.8889067,4.6442699432,4.6351222992,0.36590576172
BATT_MODEL_RAW:,175,5234.9746432,4.643535614,4.6343898773,0.36582946777
BATT_MODEL_RAW:,176,5265.0611442,4.6428050995,4.6336631775,0.36567687988
BATT_MODEL_RAW:,177,5295.1469164,4.642080307,4.6329364777,0.36575317383
BATT_MODEL_RAW:,178,5325.2327703,4.6413516998,4.6322116852,0.36560058594
BATT_MODEL_RAW:,179,5355.3186415,4.6406326294,4.6314945221,0.36552429199
BATT_MODEL_RAW:,180,5385.4044957,4.639919281,4.6307754517,0.36575317383
BATT_MODEL_RAW:,181,5415.4903567,4.6391944885,4.6300582886,0.36544799805
BATT_MODEL_RAW:,182,5445.5762206,4.6384849548,4.6293468475,0.36552429199
BATT_MODEL_RAW:,183,5475.6620455,4.6377658844,4.6286334991,0.36529541016
BATT_MODEL_RAW:,184,5505.7479641,4.6370544434,4.6279201508,0.3653717041
BATT_MODEL_RAW:,185,5535.8338332,4.6363449097,4.6272106171,0.3653717041
BATT_MODEL_RAW:,186,5565.9197223,4.6356391907,4.6265048981,0.3653717041
BATT_MODEL_RAW:,187,5596.0056181,4.6349391937,4.6258087158,0.36521911621
BATT_MODEL_RAW:,188,5626.0914946,4.6342334747,4.6251049042,0.36514282227
BATT_MODEL_RAW:,189,5656.1773783,4.6335430145,4.6244106293,0.36529541016
BATT_MODEL_RAW:,190,5686.2632253,4.6328411102,4.623708725,0.36529541016
